Cod_Classe;Cod_Test;Regione;Data Validit…;Categoria;Uso;Specialita;CtarG Prova;Euro;DataCostruzione;CIntegrazioneComplessi;Alimentazione;C_KW;C_CV;Potenza;HP;Cilindrata;Ecologico;InstazioneImpianto;DataInstazioneImpianto;Portata;;AssiMotrice;AssiRimorchio;SospensioniPneumatiche;GncioTraino;PesoRimorchio;12(mensilità);11;10;9;8;7;6;5;4;3;2;1;
Bollo.c01.787;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;77,4;73,2;66,6;60;53,4;46,8;40,2;33;26,58;19,98;13,32;6,66;
Bollo.c01.788;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;129;122;111;100;89;78;67;55;44,3;33,3;22,2;11,1;
Bollo.c01.789;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;198,84;187,88;170,76;154;136,88;119,76;103;84,88;68,42;51,26;34,19;17,08;
Bollo.c01.790;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;200,78;189,71;172,42;155,5;138,21;120,92;104;85,71;69,09;51,76;34,52;17,24;
Bollo.c01.791;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;323;305;277;250;222;194;167;138;111,3;83,2;55,5;27,7;
Bollo.c01.792;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.793;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.794;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.795;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.796;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.797;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.798;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.799;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.800;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.801;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.802;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.803;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.804;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.805;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.806;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.807;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.808;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.809;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.810;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.811;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.812;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.813;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.814;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.815;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.816;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.817;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.818;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.819;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.820;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.821;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.822;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.823;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.824;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.825;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.826;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.827;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.828;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.829;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.830;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.831;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.832;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.833;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.834;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.835;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.836;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.837;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.838;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.839;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.840;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.841;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.842;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2022;;B-E;SI;;;200;;;;;;;;;NO;;;258;244;222;200;178;156;134;110;88,6;66,6;44,4;22,2;
Bollo.c01.843;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2022;;B-E;SI;;;60;;;;;;;;;NO;;;77,4;73,2;66,6;60;53,4;46,8;40,2;33;26,58;19,98;13,32;6,66;
Bollo.c01.844;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2022;;B-E;SI;;;100;;;;;;;;;NO;;;129;122;111;100;89;78;67;55;44,3;33,3;22,2;11,1;
Bollo.c01.845;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2022;;B-E;SI;;;136;;;;;;;;;NO;;;175,44;165,92;150,96;136;121,04;106,08;91,12;74,8;60,25;45,29;30,19;15,1;
Bollo.c01.846;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2022;;B-E;SI;;;137;;;;;;;;;NO;;;176,73;167,14;152,07;137;121,93;106,86;91,79;75,35;60,69;45,62;30,41;15,21;
Bollo.c01.847;01-01;UMBRIA;01/01/2022;AV;NC;;;0;01/01/2022;;B-E;SI;;;200;;;;;;;;;NO;;;258;244;222;200;178;156;134;110;88,6;66,6;44,4;22,2;
Bollo.c01.848;01-01;UMBRIA;01/01/2022;AV;NC;;;1;01/01/2022;;B-E;SI;;;60;;;;;;;;;NO;;;77,4;73,2;66,6;60;53,4;46,8;40,2;33;26,58;19,98;13,32;6,66;
Bollo.c01.849;01-01;UMBRIA;01/01/2022;AV;NC;;;2;01/01/2022;;B-E;SI;;;100;;;;;;;;;NO;;;129;122;111;100;89;78;67;55;44,3;33,3;22,2;11,1;
Bollo.c01.850;01-01;UMBRIA;01/01/2022;AV;NC;;;3;01/01/2022;;B-E;SI;;;136;;;;;;;;;NO;;;175,44;165,92;150,96;136;121,04;106,08;91,12;74,8;60,25;45,29;30,19;15,1;
Bollo.c01.851;01-01;UMBRIA;01/01/2022;AV;NC;;;4;01/01/2022;;B-E;SI;;;137;;;;;;;;;NO;;;176,73;167,14;152,07;137;121,93;106,86;91,79;75,35;60,69;45,62;30,41;15,21;
Bollo.c01.852;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;90;85,2;77,4;69,6;61,8;54;46,2;38,4;30,9;23,16;15,48;7,74;
Bollo.c01.853;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;150;142;129;116;103;90;77;64;51,5;38,6;25,8;12,9;
Bollo.c01.854;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;231;217,6;197,76;177,92;158,08;138,24;118,4;98,56;79,22;59,12;39,59;19,78;
Bollo.c01.855;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;233,25;219,7;199,67;179,64;159,61;139,58;119,55;99,52;79,99;59,69;39,97;19,97;
Bollo.c01.856;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;375;352;320;288;256;224;192;160;128,5;95,6;64,1;32;
Bollo.c01.857;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;90;85,2;77,4;69,6;61,8;54;46,2;38,4;30,9;23,16;15,48;7,74;
Bollo.c01.858;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;150;142;129;116;103;90;77;64;51,5;38,6;25,8;12,9;
Bollo.c01.859;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;231;217,6;197,76;177,92;158,08;138,24;118,4;98,56;79,22;59,12;39,59;19,78;
Bollo.c01.860;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;233,25;219,7;199,67;179,64;159,61;139,58;119,55;99,52;79,99;59,69;39,97;19,97;
Bollo.c01.861;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;375;352;320;288;256;224;192;160;128,5;95,6;64,1;32;
Bollo.c01.862;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;87;82,2;75;67,2;60;52,2;45;37,2;29,88;22,44;14,94;7,5;
Bollo.c01.863;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;145;137;125;112;100;87;75;62;49,8;37,4;24,9;12,5;
Bollo.c01.864;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;223,48;210,8;192,32;172,48;153,64;134,16;115,32;95,48;76,8;57,56;38,33;19,23;
Bollo.c01.865;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;225,66;212,85;194,19;174,16;155,13;135,47;116,44;96,41;77,55;58,12;38,7;19,42;
Bollo.c01.866;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;363;342;312;280;249;218;187;155;124,8;93,4;62,2;31,2;
Bollo.c01.867;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;87;82,2;75;67,2;60;52,2;45;37,2;29,88;22,44;14,94;7,5;
Bollo.c01.868;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;145;137;125;112;100;87;75;62;49,8;37,4;24,9;12,5;
Bollo.c01.869;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;223,48;210,8;192,32;172,48;153,64;134,16;115,32;95,48;76,8;57,56;38,33;19,23;
Bollo.c01.870;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;225,66;212,85;194,19;174,16;155,13;135,47;116,44;96,41;77,55;58,12;38,7;19,42;
Bollo.c01.871;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;363;342;312;280;249;218;187;155;124,8;93,4;62,2;31,2;
Bollo.c01.872;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;84;79,2;72;64,8;57,6;50,4;43,2;36;28,8;21,6;14,4;7,2;
Bollo.c01.873;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;140;132;120;108;96;84;72;60;48;36;24;12;
Bollo.c01.874;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;215,6;203,28;184,8;166,32;147,84;129,36;110,88;92,4;73,92;55,44;37;18,48;
Bollo.c01.875;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;217,7;205,26;186,6;167,94;149,28;130,62;111,96;93,3;74,64;55,98;37,36;18,66;
Bollo.c01.876;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;350;330;300;270;240;210;180;150;120;90;60,1;30;
Bollo.c01.877;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;84;79,2;72;64,8;57,6;50,4;43,2;36;28,8;21,6;14,4;7,2;
Bollo.c01.878;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;140;132;120;108;96;84;72;60;48;36;24;12;
Bollo.c01.879;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;215,6;203,28;184,8;166,32;147,84;129,36;110,88;92,4;73,92;55,44;37;18,48;
Bollo.c01.880;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;217,7;205,26;186,6;167,94;149,28;130,62;111,96;93,3;74,64;55,98;37,36;18,66;
Bollo.c01.881;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;350;330;300;270;240;210;180;150;120;90;60,1;30;
Bollo.c01.882;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;81;76,2;69,6;62,4;55,8;48,6;42;34,8;27,78;20,88;13,92;6,96;
Bollo.c01.883;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;135;127;116;104;93;81;70;58;46,3;34,8;23,2;11,6;
Bollo.c01.884;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;208,08;195,76;178,64;160,16;143,04;124,92;107,44;89,32;71,5;53,52;35,73;17,86;
Bollo.c01.885;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;210,11;197,67;180,38;161,72;144,43;126,14;108,48;90,19;72,2;54,04;36,08;18,04;
Bollo.c01.886;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;338;318;290;260;232;203;174;145;116,3;86,8;58;29;
Bollo.c01.887;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;81;76,2;69,6;62,4;55,8;48,6;42;34,8;27,78;20,88;13,92;6,96;
Bollo.c01.888;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;135;127;116;104;93;81;70;58;46,3;34,8;23,2;11,6;
Bollo.c01.889;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;208,08;195,76;178,64;160,16;143,04;124,92;107,44;89,32;71,5;53,52;35,73;17,86;
Bollo.c01.890;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;210,11;197,67;180,38;161,72;144,43;126,14;108,48;90,19;72,2;54,04;36,08;18,04;
Bollo.c01.891;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;338;318;290;260;232;203;174;145;116,3;86,8;58;29;
Bollo.c01.892;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;77,4;73,2;66,6;60;53,4;46,8;40,2;33;26,58;19,98;13,32;6,66;
Bollo.c01.893;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;129;122;111;100;89;78;67;55;44,3;33,3;22,2;11,1;
Bollo.c01.894;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;198,84;187,88;170,76;154;136,88;119,76;103;84,88;68,42;51,26;34,19;17,08;
Bollo.c01.895;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;200,78;189,71;172,42;155,5;138,21;120,92;104;85,71;69,09;51,76;34,52;17,24;
Bollo.c01.896;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;323;305;277;250;222;194;167;138;111,3;83,2;55,5;27,7;
Bollo.c01.897;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;77,4;73,2;66,6;60;53,4;46,8;40,2;33;26,58;19,98;13,32;6,66;
Bollo.c01.898;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;129;122;111;100;89;78;67;55;44,3;33,3;22,2;11,1;
Bollo.c01.899;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;198,84;187,88;170,76;154;136,88;119,76;103;84,88;68,42;51,26;34,19;17,08;
Bollo.c01.900;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;200,78;189,71;172,42;155,5;138,21;120,92;104;85,71;69,09;51,76;34,52;17,24;
Bollo.c01.901;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;323;305;277;250;222;194;167;138;111,3;83,2;55,5;27,7;
Bollo.c01.902;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.903;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.904;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.905;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.906;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.907;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.908;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
